species;species2;occ;habitat;kvadrat;x;y;temperature;precipitation;artificalSurfaces;agricultur;water;forest
Bucephala clangula;Common goldeneye;1;water;5562;-620329;-1017882;112;69;1;87.16307296;0.208927;24.24870539
Bucephala clangula;Common goldeneye;0;water;5563;-608567;-1019222;105;71;1;28.52292994;0;16.11756137
Bucephala clangula;Common goldeneye;0;water;5542;-854836;-985596;87;72;1;1.724500086;0;27.80933319
Bucephala clangula;Common goldeneye;0;water;5641;-868308;-994685;90;70;1;24.66411582;0;72.36854932
Bucephala clangula;Common goldeneye;0;water;5543;-843147;-987458;81;77;1;6.114839788;0;21.89722243
Bucephala clangula;Common goldeneye;0;water;5642;-856598;-996578;87;71;1;35.2575514;0;67.47426039
Bucephala clangula;Common goldeneye;0;water;5643;-844885;-998444;92;69;1;40.40870496;0;61.0243742
Bucephala clangula;Common goldeneye;0;water;5644;-833167;-1000284;100;64;1;36.3446111;0;69.26442612
Bucephala clangula;Common goldeneye;1;water;5645;-821446;-1002099;109;59;1;67.96412809;9.639367;39.21015883
Bucephala clangula;Common goldeneye;0;water;5646;-809720;-1003886;117;56;1;101.5678819;9.201359;4.998998532
Bucephala clangula;Common goldeneye;0;water;5647;-797990;-1005649;119;56;1;113.6523154;0;4.571863785
Bucephala clangula;Common goldeneye;0;water;5648;-786256;-1007384;120;55;1;115.0139672;0.797311;3.94977654
Bucephala clangula;Common goldeneye;0;water;5649;-774519;-1009094;117;56;1;114.1833492;0;8.612252916
Bucephala clangula;Common goldeneye;0;water;5650;-762777;-1010775;119;55;1;118.2004581;0;6.040303791
Bucephala clangula;Common goldeneye;0;water;5651;-751032;-1012432;123;54;1;119.2609799;0;3.687968684
Bucephala clangula;Common goldeneye;1;water;5652;-739283;-1014064;128;53;1;106.0839593;0.447402;6.591508261
Bucephala clangula;Common goldeneye;0;water;5653;-727531;-1015669;126;54;1;95.52676572;0;21.97709125
Bucephala clangula;Common goldeneye;0;water;5654;-715775;-1017247;124;55;1;113.9835628;0;8.950259469
Bucephala clangula;Common goldeneye;0;water;5655;-704015;-1018799;126;56;1;100.4306281;0;16.22789697
Bucephala clangula;Common goldeneye;0;water;5656;-692252;-1020324;124;58;1;65.90954319;0.201478;44.95696869
Bucephala clangula;Common goldeneye;0;water;5657;-680485;-1021824;124;59;1;98.53828658;1.013328;18.07835961
Bucephala clangula;Common goldeneye;0;water;5658;-668715;-1023298;123;61;1;105.7036024;0;14.9181622
Bucephala clangula;Common goldeneye;0;water;5659;-656941;-1024746;121;64;1;93.2959171;0.204186;20.55680872
Bucephala clangula;Common goldeneye;0;water;5660;-645164;-1026167;120;66;1;103.3777515;0.198408;16.73072504
Bucephala clangula;Common goldeneye;0;water;5661;-633384;-1027564;121;65;1;105.2479403;0.218293;9.022246858
Bucephala clangula;Common goldeneye;0;water;5662;-621601;-1028933;119;66;1;98.12907529;7.157886;9.644554909
Bucephala clangula;Common goldeneye;0;water;5663;-609814;-1030276;102;72;1;71.85228147;0;32.41463873
Bucephala clangula;Common goldeneye;0;water;5664;-598025;-1031593;88;78;1;6.740478547;0;22.74248055
Bucephala clangula;Common goldeneye;0;water;5738;-905271;-999814;102;64;0;10.68969422;0;11.7200215
Bucephala clangula;Common goldeneye;0;water;5739;-893550;-1001790;102;62;1;28.74205372;0;24.04375028
Bucephala clangula;Common goldeneye;0;water;5740;-881825;-1003739;103;60;1;55.63889018;0.883984;41.32279924
Bucephala clangula;Common goldeneye;0;water;5741;-870095;-1005663;102;60;1;41.98199972;0.883993;54.4900071
Bucephala clangula;Common goldeneye;0;water;5742;-858361;-1007560;108;57;3;44.34527794;0.404209;32.06170393
Bucephala clangula;Common goldeneye;0;water;5743;-846623;-1009430;108;58;1;55.80169836;0.597058;42.73405959
Bucephala clangula;Common goldeneye;0;water;5744;-834881;-1011275;96;66;1;5.846529833;0;91.48634349
Bucephala clangula;Common goldeneye;0;water;5745;-823134;-1013093;106;61;1;66.42314034;0.199032;46.65317233
Bucephala clangula;Common goldeneye;0;water;5746;-811384;-1014882;116;57;1;114.847941;0;9.499043898
Bucephala clangula;Common goldeneye;0;water;5747;-799630;-1016648;114;57;1;90.77773548;0;27.40348388
Bucephala clangula;Common goldeneye;0;water;5748;-787871;-1018388;109;59;1;70.41620631;0;42.39105257
Bucephala clangula;Common goldeneye;0;water;5749;-776109;-1020101;111;58;1;80.81565942;0;34.5229426
Bucephala clangula;Common goldeneye;0;water;5750;-764343;-1021788;120;55;1;121.0916698;0.190143;0.93572656
Bucephala clangula;Common goldeneye;0;water;5751;-752574;-1023447;125;54;1;104.9289449;0;6.077303368
Bucephala clangula;Common goldeneye;0;water;5752;-740800;-1025082;129;53;1;110.4960638;0;6.028739883
Bucephala clangula;Common goldeneye;0;water;5753;-729023;-1026691;131;53;1;96.53008446;0.822999;11.54247632
Bucephala clangula;Common goldeneye;0;water;5754;-717242;-1028273;129;54;1;77.70430822;0.617531;34.60508223
Bucephala clangula;Common goldeneye;0;water;5755;-705458;-1029827;129;55;1;79.73617053;0.419447;28.49020803
Bucephala clangula;Common goldeneye;0;water;5756;-693670;-1031358;129;56;1;116.2604994;0;5.926805009
Bucephala clangula;Common goldeneye;0;water;5757;-681879;-1032859;127;58;1;99.13877399;1.106708;18.78246515
Bucephala clangula;Common goldeneye;0;water;5758;-670084;-1034338;125;61;1;108.248704;0.231139;11.1852258
Bucephala clangula;Common goldeneye;0;water;5759;-658286;-1035787;124;62;1;92.08812488;0;25.24390966
Bucephala clangula;Common goldeneye;0;water;5760;-646485;-1037212;123;64;1;105.9418271;0.469103;6.879194976
Bucephala clangula;Common goldeneye;0;water;5761;-634681;-1038611;123;64;1;103.5524775;0.469094;6.420578012
Bucephala clangula;Common goldeneye;0;water;5762;-622873;-1039984;120;65;1;103.0310648;0.369693;15.00712263
Bucephala clangula;Common goldeneye;0;water;5763;-611062;-1041330;112;68;1;95.82649959;0.191699;23.37954188
Bucephala clangula;Common goldeneye;0;water;5764;-599248;-1042650;89;77;1;37.54770461;0;63.53182753
Bucephala clangula;Common goldeneye;0;water;5839;-895387;-1012759;106;60;1;48.18567565;3.514127;30.67248309
Bucephala clangula;Common goldeneye;0;water;5840;-883637;-1014713;112;55;1;111.2140931;1.712666;10.9038557
Bucephala clangula;Common goldeneye;0;water;5841;-871883;-1016640;109;56;2;47.53489003;0.882148;42.25841484
Bucephala clangula;Common goldeneye;0;water;5842;-860124;-1018541;100;61;1;45.49574808;0;56.7437599
Bucephala clangula;Common goldeneye;0;water;5843;-848361;-1020415;100;62;1;61.59517359;0.997538;49.16451758
Bucephala clangula;Common goldeneye;0;water;5844;-836594;-1022264;96;65;1;79.66563053;1.315298;37.31244236
Bucephala clangula;Common goldeneye;0;water;5845;-824823;-1024086;103;62;1;80.91262694;0;36.49690837
Bucephala clangula;Common goldeneye;0;water;5846;-813048;-1025882;113;58;1;88.45012752;0.609403;28.96838505
Bucephala clangula;Common goldeneye;0;water;5847;-801269;-1027650;111;59;1;105.834197;0;16.16316588
Bucephala clangula;Common goldeneye;0;water;5848;-789487;-1029394;111;59;1;71.56065552;0;37.71713895
Bucephala clangula;Common goldeneye;0;water;5849;-777700;-1031109;109;60;1;67.85662919;0.766124;38.76210397
Bucephala clangula;Common goldeneye;0;water;5850;-765909;-1032799;115;58;2;67.73237029;0.431815;25.98222836
Bucephala clangula;Common goldeneye;0;water;5851;-754115;-1034464;122;56;1;109.2500898;0;4.675910103
Bucephala clangula;Common goldeneye;0;water;5852;-742317;-1036101;127;55;3;63.96340542;0;12.59941524
Bucephala clangula;Common goldeneye;0;water;5853;-730515;-1037713;129;55;2;93.36404867;0.623636;1.995286046
Bucephala clangula;Common goldeneye;0;water;5854;-718710;-1039298;131;55;1;97.24164855;0.314864;12.92782797
Bucephala clangula;Common goldeneye;0;water;5855;-706901;-1040857;131;55;1;95.24387004;0.228303;18.02393026
Bucephala clangula;Common goldeneye;0;water;5856;-695089;-1042389;131;56;1;99.87584162;0.363246;11.9517454
Bucephala clangula;Common goldeneye;0;water;5857;-683273;-1043896;129;58;1;105.2757842;1.567822;14.30800493
Bucephala clangula;Common goldeneye;0;water;5858;-671454;-1045375;127;60;1;91.28490511;2.400929;22.84411669
Bucephala clangula;Common goldeneye;1;water;5859;-659632;-1046830;125;62;1;105.5593298;1.598732;12.59677621
Bucephala clangula;Common goldeneye;0;water;5860;-647806;-1048256;126;62;1;106.5982352;2.153358;7.315229033
Bucephala clangula;Common goldeneye;0;water;5861;-635977;-1049658;123;64;1;43.60311702;0.444298;58.06014141
Bucephala clangula;Common goldeneye;0;water;5862;-624145;-1051034;121;64;1;53.29897284;0;53.91721527
Bucephala clangula;Common goldeneye;0;water;5863;-612310;-1052383;118;65;1;98.82287851;0.191311;14.56725359
Bucephala clangula;Common goldeneye;0;water;5864;-600471;-1053706;106;69;1;89.50022152;0;27.9177925
Bucephala clangula;Common goldeneye;0;water;5667;-562638;-1035387;99;71;1;10.68371909;0;30.78486599
Bucephala clangula;Common goldeneye;0;water;5567;-561489;-1024324;114;64;1;13.74947632;0;15.27431537
Bucephala clangula;Common goldeneye;0;water;5668;-550837;-1036603;114;65;1;89.77340897;0;23.03363143
Bucephala clangula;Common goldeneye;0;water;5767;-563788;-1046453;85;78;0;3.069961669;0;16.0750458
Bucephala clangula;Common goldeneye;0;water;5669;-539033;-1037790;117;64;1;37.08937919;0;13.370719
Bucephala clangula;Common goldeneye;0;water;5768;-551963;-1047670;93;74;1;21.24392838;0;71.19850185
Bucephala clangula;Common goldeneye;0;water;5867;-564938;-1057518;90;76;1;60.84787824;0;50.92124219
Bucephala clangula;Common goldeneye;0;water;5769;-540134;-1048859;101;72;1;40.210932;0;59.52314875
Bucephala clangula;Common goldeneye;0;water;5868;-553088;-1058737;82;80;1;19.7069256;0;81.54918793
Bucephala clangula;Common goldeneye;0;water;5770;-528303;-1050023;103;72;1;34.27841812;0;43.07144019
Bucephala clangula;Common goldeneye;0;water;5869;-541235;-1059927;83;80;1;14.78371065;0;84.65675949
Bucephala clangula;Common goldeneye;0;water;5771;-516469;-1051161;115;68;1;63.56332332;0;22.98942518
Bucephala clangula;Common goldeneye;0;water;5870;-529380;-1061094;96;76;1;37.1223015;0;65.5455456
Bucephala clangula;Common goldeneye;0;water;5940;-885449;-1025688;112;55;1;77.7868156;7.250323;16.23418886
Bucephala clangula;Common goldeneye;0;water;5941;-873670;-1027618;100;61;1;57.46130873;0;53.33206161
Bucephala clangula;Common goldeneye;0;water;5942;-861887;-1029523;93;66;1;53.75264995;0;56.41286391
Bucephala clangula;Common goldeneye;0;water;5943;-850099;-1031402;98;63;1;85.90595992;0;31.27688101
Bucephala clangula;Common goldeneye;0;water;5944;-838308;-1033253;101;62;1;84.16574515;1.489684;32.82175061
Bucephala clangula;Common goldeneye;0;water;5945;-826512;-1035080;105;61;1;78.90668335;0;39.02987681
Bucephala clangula;Common goldeneye;0;water;5946;-814713;-1036878;105;62;1;71.87888047;0.684332;41.48978739
Bucephala clangula;Common goldeneye;0;water;5947;-802909;-1038650;108;61;1;84.99854004;0;32.69563007
Bucephala clangula;Common goldeneye;0;water;5948;-791102;-1040398;112;60;1;85.75869973;0;30.94625292
Bucephala clangula;Common goldeneye;0;water;5949;-779290;-1042117;115;59;1;35.46306939;0.429251;66.76750354
Bucephala clangula;Common goldeneye;0;water;5950;-767475;-1043812;116;58;1;63.9907679;0;44.79808256
Bucephala clangula;Common goldeneye;0;water;5951;-755657;-1045479;120;57;2;92.67700964;0;5.093367448
Bucephala clangula;Common goldeneye;0;water;5954;-720178;-1050321;125;57;1;87.44245489;0;24.4136442
Bucephala clangula;Common goldeneye;0;water;5955;-708345;-1051884;127;57;1;114.5112363;0;6.17999338
Bucephala clangula;Common goldeneye;0;water;5956;-696508;-1053421;129;58;1;120.5763674;0;2.516036358
Bucephala clangula;Common goldeneye;0;water;5957;-684668;-1054930;129;58;1;83.94319459;0.625277;22.86117708
Bucephala clangula;Common goldeneye;0;water;5958;-672824;-1056414;128;60;1;79.36076756;0;30.92406658
Bucephala clangula;Common goldeneye;1;water;5959;-660977;-1057871;127;61;1;82.5185195;3.429142;28.74969249
Bucephala clangula;Common goldeneye;1;water;5960;-649127;-1059301;127;62;2;76.06415461;3.417086;14.88067943
Bucephala clangula;Common goldeneye;0;water;5961;-637274;-1060706;126;62;1;112.7415096;0.539556;6.766278062
Bucephala clangula;Common goldeneye;0;water;5962;-625417;-1062084;122;63;1;60.69258524;0.196679;48.27420793
Bucephala clangula;Common goldeneye;0;water;5963;-613557;-1063436;117;65;1;81.62206564;0;32.76660749
Bucephala clangula;Common goldeneye;0;water;5865;-588630;-1055001;100;72;1;43.40458465;0.466265;21.46303962
Bucephala clangula;Common goldeneye;0;water;5964;-601694;-1064761;112;66;1;84.93146914;0;27.93216683
Bucephala clangula;Common goldeneye;0;water;5866;-576785;-1056273;96;73;1;28.89692737;0;13.04082331
Bucephala clangula;Common goldeneye;0;water;5965;-589829;-1066061;106;69;1;80.26507926;0.465324;29.13391625
Bucephala clangula;Common goldeneye;0;water;5967;-566088;-1068581;102;70;1;57.21743466;0;52.38720166
Bucephala clangula;Common goldeneye;0;water;5968;-554214;-1069804;98;73;1;45.8877666;0;58.04477975
Bucephala clangula;Common goldeneye;0;water;5969;-542337;-1070997;75;84;1;5.969517379;0;91.55540596
Bucephala clangula;Common goldeneye;0;water;5772;-504632;-1052273;122;67;1;52.8220795;0;4.863415285
Bucephala clangula;Common goldeneye;0;water;5871;-517521;-1062236;108;73;1;54.99319595;0;36.40409812
Bucephala clangula;Common goldeneye;0;water;5970;-530457;-1072167;98;76;1;67.44813925;0;45.00411511
Bucephala clangula;Common goldeneye;0;water;5672;-503604;-1041195;124;64;1;7.480770635;0;0
Bucephala clangula;Common goldeneye;0;water;5971;-518574;-1073310;109;73;1;64.44245188;0;45.78859202
Bucephala clangula;Common goldeneye;0;water;5972;-506689;-1074427;118;71;1;56.74901995;0.235279;12.57390388
Bucephala clangula;Common goldeneye;0;water;6041;-875457;-1038597;100;61;1;45.7140454;0;53.63769997
Bucephala clangula;Common goldeneye;0;water;6042;-863649;-1040505;99;61;1;69.83423888;1.471895;38.17531803
Bucephala clangula;Common goldeneye;0;water;6043;-851837;-1042387;99;62;1;74.95095681;0.237063;40.61779378
Bucephala clangula;Common goldeneye;0;water;6044;-840021;-1044243;102;62;1;72.57252169;0;43.63460375
Bucephala clangula;Common goldeneye;0;water;6045;-828201;-1046071;106;61;1;47.13967877;0;61.60289012
Bucephala clangula;Common goldeneye;0;water;6046;-816377;-1047874;111;60;1;63.55482962;0;46.12496855
Bucephala clangula;Common goldeneye;0;water;6047;-804549;-1049652;114;59;1;96.39682006;0;25.62870791
Bucephala clangula;Common goldeneye;0;water;6048;-792717;-1051401;113;60;1;48.32695454;0;60.13556214
Bucephala clangula;Common goldeneye;0;water;6049;-780881;-1053126;114;60;1;46.2591484;0;59.28009508
Bucephala clangula;Common goldeneye;0;water;6050;-769041;-1054822;122;58;1;69.09174719;0.1952;34.97124601
Bucephala clangula;Common goldeneye;0;water;5952;-743834;-1047120;129;55;3;17.61433703;0;4.508213533
Bucephala clangula;Common goldeneye;0;water;6051;-757198;-1056492;124;57;1;70.0175108;0;31.78244412
Bucephala clangula;Common goldeneye;0;water;5953;-732008;-1048735;128;56;3;78.93429837;0.302675;5.299647057
Bucephala clangula;Common goldeneye;0;water;6052;-745351;-1058138;127;57;2;65.3494092;0;30.3148504
Bucephala clangula;Common goldeneye;0;water;6053;-733500;-1059755;122;59;1;96.68158489;0;14.34394935
Bucephala clangula;Common goldeneye;0;water;6054;-721646;-1061348;118;61;1;60.80127457;0.401101;39.60731076
Bucephala clangula;Common goldeneye;0;water;6055;-709788;-1062912;121;60;1;80.66886759;0;33.7800474
Bucephala clangula;Common goldeneye;0;water;6056;-697927;-1064451;121;61;1;115.4133895;0.762299;7.337983113
Bucephala clangula;Common goldeneye;0;water;6057;-686062;-1065963;125;60;1;111.2994917;0.659444;5.379532239
Bucephala clangula;Common goldeneye;0;water;6058;-674194;-1067450;128;60;1;104.807018;0;10.78052406
Bucephala clangula;Common goldeneye;0;water;6059;-662323;-1068910;121;63;1;84.91717194;0;30.7750205
Bucephala clangula;Common goldeneye;0;water;6060;-650448;-1070345;124;63;1;99.64656129;0;13.31287361
Bucephala clangula;Common goldeneye;0;water;6061;-638570;-1071753;125;62;1;121.3670391;0;1.031777774
Bucephala clangula;Common goldeneye;0;water;6062;-626689;-1073132;121;64;1;115.5765931;0;7.695069229
Bucephala clangula;Common goldeneye;0;water;6063;-614805;-1074489;119;64;1;101.7654906;1.09871;14.74009894
Bucephala clangula;Common goldeneye;0;water;6064;-602918;-1075817;112;66;1;64.37392273;0;41.44277272
Bucephala clangula;Common goldeneye;0;water;5966;-577960;-1067334;97;73;1;67.87905766;0;43.70681548
Bucephala clangula;Common goldeneye;0;water;6065;-591028;-1077119;111;66;1;83.34666233;0.330591;28.76090203
Bucephala clangula;Common goldeneye;0;water;6066;-579134;-1078395;105;69;1;73.8708533;0;39.45219969
Bucephala clangula;Common goldeneye;0;water;6067;-567238;-1079645;116;65;1;80.43071999;0;26.20825216
Bucephala clangula;Common goldeneye;0;water;6068;-555339;-1080870;104;71;1;52.6623548;0;54.53190046
Bucephala clangula;Common goldeneye;0;water;6069;-543438;-1082065;95;76;1;75.66421164;0;37.85757222
Bucephala clangula;Common goldeneye;0;water;6070;-531534;-1083237;102;75;1;81.51941737;6.278985;30.00560846
Bucephala clangula;Common goldeneye;0;water;6071;-519627;-1084384;106;76;1;80.65195434;6.278863;29.83206038
Bucephala clangula;Common goldeneye;0;water;6072;-507717;-1085501;117;73;1;111.057197;0;11.05168745
Bucephala clangula;Common goldeneye;0;water;6141;-877244;-1049575;103;60;1;49.19520669;0.480206;51.44495512
Bucephala clangula;Common goldeneye;0;water;6142;-865412;-1051487;108;57;1;86.99416137;0.415166;30.80430916
Bucephala clangula;Common goldeneye;1;water;6143;-853575;-1053371;106;59;1;73.77222546;0;41.477078
Bucephala clangula;Common goldeneye;0;water;6144;-841734;-1055232;110;59;1;83.84018258;2.899773;34.65863703
Bucephala clangula;Common goldeneye;0;water;6145;-829890;-1057065;111;60;1;84.75683382;0;31.73537769
Bucephala clangula;Common goldeneye;0;water;6146;-818041;-1058872;114;59;1;54.3939416;0;47.63375745
Bucephala clangula;Common goldeneye;0;water;6147;-806188;-1060651;113;61;1;81.89338115;0;34.52022432
Bucephala clangula;Common goldeneye;0;water;6148;-794332;-1062405;110;63;1;58.86697639;0.718022;50.36888112
Bucephala clangula;Common goldeneye;0;water;6149;-782471;-1064132;118;60;1;89.6476453;0;22.6268889
Bucephala clangula;Common goldeneye;0;water;6150;-770607;-1065834;118;60;1;78.16945163;0;36.47826743
Bucephala clangula;Common goldeneye;1;water;6151;-758739;-1067506;119;60;1;62.67180265;0;46.1505242
Bucephala clangula;Common goldeneye;0;water;6152;-746868;-1069155;125;59;1;52.97668794;26.348704;48.89614037
Bucephala clangula;Common goldeneye;0;water;6153;-734993;-1070777;125;59;1;76.5075004;0.443479;35.55314766
Bucephala clangula;Common goldeneye;0;water;6154;-723114;-1072372;122;61;1;83.58936429;0;28.9487008
Bucephala clangula;Common goldeneye;0;water;6155;-711231;-1073941;120;62;1;73.54758695;0;40.37023041
Bucephala clangula;Common goldeneye;0;water;6156;-699346;-1075482;114;64;1;82.77000912;0;34.46711667
Bucephala clangula;Common goldeneye;0;water;6157;-687457;-1076999;118;64;1;96.87572739;0.209188;24.2660783
Bucephala clangula;Common goldeneye;0;water;6158;-675564;-1078487;122;63;1;98.68162612;0;20.29821301
Bucephala clangula;Common goldeneye;0;water;6159;-663668;-1079952;118;65;1;88.1690131;1.271746;26.75504939
Bucephala clangula;Common goldeneye;1;water;6160;-651769;-1081388;111;68;1;67.88635421;1.463725;46.10223076
Bucephala clangula;Common goldeneye;0;water;6161;-639867;-1082798;117;66;1;89.63419177;0.669441;27.50884798
Bucephala clangula;Common goldeneye;0;water;6162;-627961;-1084182;114;67;1;92.70568361;0;25.42421551
Bucephala clangula;Common goldeneye;0;water;6163;-616053;-1085540;116;65;1;116.3336299;0;4.932701112
Bucephala clangula;Common goldeneye;0;water;6164;-604141;-1086872;111;67;1;72.11657853;0.824335;37.60988124
Bucephala clangula;Common goldeneye;0;water;6165;-592226;-1088176;114;65;1;96.67137682;0.824323;21.87050674
Bucephala clangula;Common goldeneye;0;water;6166;-580309;-1089455;112;66;1;60.65834561;0.196969;49.92963914
Bucephala clangula;Common goldeneye;0;water;6167;-568388;-1090709;119;64;1;86.35959257;0.196967;25.63476774
Bucephala clangula;Common goldeneye;0;water;6168;-556465;-1091935;119;65;1;94.64497345;0.497779;21.87942122
